index #,CPU,Time,Thread ID,Process ID,Session ID,Module,Src,Line,Function,Level,Class,Message,Comments
12,3.9E+08,2026-01-24 16:00:01.440Z,131,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM11; JobId=JOB-510F2F1B; OpId=OP-396DA50C89; CorrelationId=6a75fb34-0cb7-49c8-8d4c-a4b98ea5f9ac; Hypervisor=vcenter-mia2.citrite.net
13,5.7E+08,2026-01-24 16:00:01.480Z,131,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM12; JobId=JOB-510F2F1B; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874; Hypervisor=vcenter-mia2.citrite.net
14,4.2E+08,2026-01-24 16:00:01.520Z,126,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM13; JobId=JOB-510F2F1B; OpId=OP-92EF24E440; CorrelationId=e081685a-fc34-42c2-ab11-29d9981214be; Hypervisor=vcenter-mia2.citrite.net
15,5.9E+09,2026-01-24 16:00:01.560Z,130,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM14; JobId=JOB-510F2F1B; OpId=OP-0D16920FE9; CorrelationId=d74b6bdb-b2b1-4bc5-b26d-db0db6a8dfd4; Hypervisor=vcenter-mia2.citrite.net
16,4.3E+09,2026-01-24 16:00:01.600Z,125,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM15; JobId=JOB-510F2F1B; OpId=OP-7D75960F11; CorrelationId=46bca322-641d-4371-a673-e407f30edb77; Hypervisor=vcenter-mia2.citrite.net
17,4.5E+08,2026-01-24 16:00:01.640Z,129,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM16; JobId=JOB-510F2F1B; OpId=OP-0FB02B95CA; CorrelationId=c51eacf7-2852-4dcb-93a8-5dfadf06e3cf; Hypervisor=vcenter-mia2.citrite.net
18,3.9E+08,2026-01-24 16:00:01.680Z,125,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM17; JobId=JOB-510F2F1B; OpId=OP-DD965D101A; CorrelationId=24aa6106-25ae-48e1-9c5d-b3f8a04e9639; Hypervisor=vcenter-mia2.citrite.net
19,4.6E+08,2026-01-24 16:00:01.720Z,130,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM18; JobId=JOB-510F2F1B; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; Hypervisor=vcenter-mia2.citrite.net
20,4.6E+09,2026-01-24 16:00:01.760Z,126,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM19; JobId=JOB-510F2F1B; OpId=OP-801CAA5C9C; CorrelationId=c91e3896-9fb1-49c3-a409-80dfc2c98624; Hypervisor=vcenter-mia2.citrite.net
21,6.2E+08,2026-01-24 16:00:01.800Z,139,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM20; JobId=JOB-510F2F1B; OpId=OP-344E96E32C; CorrelationId=32f9e394-c96c-4cf7-8916-6da9b61b547a; Hypervisor=vcenter-mia2.citrite.net
22,4.1E+08,2026-01-24 16:00:01.840Z,118,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM21; JobId=JOB-510F2F1B; OpId=OP-3478849E2B; CorrelationId=4a416483-0da7-419f-a1e3-5d040cce5892; Hypervisor=vcenter-mia2.citrite.net
23,5.2E+08,2026-01-24 16:00:01.880Z,123,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM22; JobId=JOB-510F2F1B; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; Hypervisor=vcenter-mia2.citrite.net
24,4.1E+09,2026-01-24 16:00:01.920Z,119,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM23; JobId=JOB-510F2F1B; OpId=OP-36F752E92C; CorrelationId=b3ee6234-f56d-4613-926e-3574f2406106; Hypervisor=vcenter-mia2.citrite.net
25,5.5E+08,2026-01-24 16:00:01.960Z,129,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM24; JobId=JOB-510F2F1B; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; Hypervisor=vcenter-mia2.citrite.net
26,5.3E+08,2026-01-24 16:00:02.000Z,131,19588,6602,CloudConnector,HclProxyWebSocket,214,OnProvisionRequest,5,Information,Received Provision VM request (CreateVM).,Machine=Win11-Office-VDI-VM25; JobId=JOB-510F2F1B; OpId=OP-2BB2FA6FAB; CorrelationId=6eb7ef8b-2978-4c92-906f-78058a476e28; Hypervisor=vcenter-mia2.citrite.net
27,6.0E+08,2026-01-24 16:00:02.055Z,224,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM01; OpId=OP-6B7F7D0376; CorrelationId=61d5e413-01bf-407d-b42c-7eb575c8b7a5; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
28,3.9E+09,2026-01-24 16:00:02.110Z,216,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM02; OpId=OP-4776E9D037; CorrelationId=bfa15c4c-1c81-4482-b460-8019f6af4b5f; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
29,5.0E+08,2026-01-24 16:00:02.165Z,200,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM03; OpId=OP-7990C1A28A; CorrelationId=5882f8aa-2a25-43c3-88e7-5a312b4e8fe5; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
30,4.8E+08,2026-01-24 16:00:02.220Z,223,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM04; OpId=OP-408FF2AE66; CorrelationId=259b02a8-4392-4c6f-9a20-8cdb7a39e9f2; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
31,4.6E+08,2026-01-24 16:00:02.275Z,239,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM05; OpId=OP-AAE2DE292E; CorrelationId=277b8a8c-ab16-43b3-a7f5-58edd2d6a656; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
32,6.0E+08,2026-01-24 16:00:02.330Z,246,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM06; OpId=OP-D6867B9713; CorrelationId=9e2fb48f-d64b-4e1c-9f6c-ee0e79928680; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
33,4.8E+09,2026-01-24 16:00:02.385Z,242,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM07; OpId=OP-9AFBE79BF1; CorrelationId=ba2a09f4-59f3-477a-b650-24f892dc8e7c; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
34,4.5E+08,2026-01-24 16:00:02.440Z,244,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM08; OpId=OP-AC8EF9DCC8; CorrelationId=578b44cc-336a-407f-aa73-0c89d5beb920; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
35,4.8E+09,2026-01-24 16:00:02.495Z,212,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM09; OpId=OP-B4CFFACDBC; CorrelationId=aee2bead-a1ad-4246-acf1-7e4a35be6a78; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
36,5.6E+08,2026-01-24 16:00:02.550Z,243,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM10; OpId=OP-50AAD7783A; CorrelationId=fbb769c0-ddf1-44dd-a1a6-a00a6350bda1; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
37,5.2E+09,2026-01-24 16:00:02.605Z,239,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM11; OpId=OP-396DA50C89; CorrelationId=6a75fb34-0cb7-49c8-8d4c-a4b98ea5f9ac; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
38,5.8E+08,2026-01-24 16:00:02.660Z,235,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM12; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
39,4.3E+08,2026-01-24 16:00:02.715Z,218,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM13; OpId=OP-92EF24E440; CorrelationId=e081685a-fc34-42c2-ab11-29d9981214be; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
40,4.9E+08,2026-01-24 16:00:02.770Z,229,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM14; OpId=OP-0D16920FE9; CorrelationId=d74b6bdb-b2b1-4bc5-b26d-db0db6a8dfd4; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
41,4.9E+08,2026-01-24 16:00:02.825Z,232,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM15; OpId=OP-7D75960F11; CorrelationId=46bca322-641d-4371-a673-e407f30edb77; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
42,4.0E+08,2026-01-24 16:00:02.880Z,242,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM16; OpId=OP-0FB02B95CA; CorrelationId=c51eacf7-2852-4dcb-93a8-5dfadf06e3cf; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
43,5.8E+08,2026-01-24 16:00:02.935Z,205,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM17; OpId=OP-DD965D101A; CorrelationId=24aa6106-25ae-48e1-9c5d-b3f8a04e9639; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
44,4.5E+08,2026-01-24 16:00:02.990Z,243,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM18; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
45,3.9E+08,2026-01-24 16:00:03.045Z,209,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM19; OpId=OP-801CAA5C9C; CorrelationId=c91e3896-9fb1-49c3-a409-80dfc2c98624; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
46,5.3E+08,2026-01-24 16:00:03.100Z,230,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM20; OpId=OP-344E96E32C; CorrelationId=32f9e394-c96c-4cf7-8916-6da9b61b547a; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
47,4.8E+08,2026-01-24 16:00:03.155Z,229,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM21; OpId=OP-3478849E2B; CorrelationId=4a416483-0da7-419f-a1e3-5d040cce5892; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
48,5.5E+09,2026-01-24 16:00:03.210Z,245,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM22; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
49,4.4E+08,2026-01-24 16:00:03.265Z,225,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM23; OpId=OP-36F752E92C; CorrelationId=b3ee6234-f56d-4613-926e-3574f2406106; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
50,5.6E+08,2026-01-24 16:00:03.320Z,257,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM24; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
51,4.8E+08,2026-01-24 16:00:03.375Z,249,19588,6602,CloudConnector,RemoteHclWcfClient,301,BeginMachineManagementOperation,1,EntryExit,Initiating WCF operation to RemoteHCL.,Machine=Win11-Office-VDI-VM25; OpId=OP-2BB2FA6FAB; CorrelationId=6eb7ef8b-2978-4c92-906f-78058a476e28; Endpoint=net.tcp://remotehcl-mia2-01.cloud.citrite.net:443/RemoteHCL; Lock=LOCK-2D575D
52,5.7E+09,2026-01-24 16:01:01.200Z,244,19588,6602,CloudConnector,ConnectorLockManager,142,EnterCriticalSection,9,Warning,Lock contention detected while processing high concurrency provisioning operations.,JobId=JOB-510F2F1B; Lock=LOCK-2D575D; WaitMs=60012; OwnerThread=231; WaitingThread=244; Impact=PotentialTimeout
53,3.9E+08,2026-01-24 16:01:01.440Z,244,19588,6602,CloudConnector,RemoteHclWcfClient,388,SendRequest,9,Error,WCF client send failed: channel faulted / connection reset. Communication timed out after 00:01:00.,JobId=JOB-510F2F1B; Lock=LOCK-2D575D; Exception=CommunicationObjectFaultedException; Remote=remotehcl-mia2-01.cloud.citrite.net
54,6.0E+08,2026-01-24 16:01:01.600Z,244,19588,6602,CloudConnector,RemoteHclWcfClient,402,AbortChannel,9,Error,Aborting WCF channel due to faulted state; pending async callbacks may be lost.,JobId=JOB-510F2F1B; ChannelState=Faulted; Remote=remotehcl-mia2-01.cloud.citrite.net
55,4.9E+09,2026-01-24 16:01:02.210Z,251,19588,6602,CloudConnector,McsCallbackPublisher,97,PublishCallback,9,Warning,Skipped publishing completion callback due to disconnected RemoteHCL session.,Machine=Win11-Office-VDI-VM07; JobId=JOB-510F2F1B; OpId=OP-9AFBE79BF1; CorrelationId=ba2a09f4-59f3-477a-b650-24f892dc8e7c; Reason=RemoteClientDisconnected
56,5.4E+08,2026-01-24 16:01:02.420Z,251,19588,6602,CloudConnector,McsCallbackPublisher,97,PublishCallback,9,Warning,Skipped publishing completion callback due to disconnected RemoteHCL session.,Machine=Win11-Office-VDI-VM12; JobId=JOB-510F2F1B; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874; Reason=RemoteClientDisconnected
57,6.1E+09,2026-01-24 16:01:02.630Z,251,19588,6602,CloudConnector,McsCallbackPublisher,97,PublishCallback,9,Warning,Skipped publishing completion callback due to disconnected RemoteHCL session.,Machine=Win11-Office-VDI-VM18; JobId=JOB-510F2F1B; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; Reason=RemoteClientDisconnected
58,5.3E+09,2026-01-24 16:01:02.840Z,251,19588,6602,CloudConnector,McsCallbackPublisher,97,PublishCallback,9,Warning,Skipped publishing completion callback due to disconnected RemoteHCL session.,Machine=Win11-Office-VDI-VM22; JobId=JOB-510F2F1B; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; Reason=RemoteClientDisconnected
59,5.8E+09,2026-01-24 16:01:03.050Z,251,19588,6602,CloudConnector,McsCallbackPublisher,97,PublishCallback,9,Warning,Skipped publishing completion callback due to disconnected RemoteHCL session.,Machine=Win11-Office-VDI-VM24; JobId=JOB-510F2F1B; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; Reason=RemoteClientDisconnected
60,5.6E+09,2026-01-24 16:00:23.070Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM01; JobId=JOB-510F2F1B; OpId=OP-6B7F7D0376; CorrelationId=61d5e413-01bf-407d-b42c-7eb575c8b7a5; VmMoRef=vm-43824
61,4.4E+08,2026-01-24 16:00:23.177Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM02; JobId=JOB-510F2F1B; OpId=OP-4776E9D037; CorrelationId=bfa15c4c-1c81-4482-b460-8019f6af4b5f; VmMoRef=vm-46506
62,4.5E+09,2026-01-24 16:00:23.308Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM03; JobId=JOB-510F2F1B; OpId=OP-7990C1A28A; CorrelationId=5882f8aa-2a25-43c3-88e7-5a312b4e8fe5; VmMoRef=vm-44286
63,4.4E+09,2026-01-24 16:00:23.438Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM04; JobId=JOB-510F2F1B; OpId=OP-408FF2AE66; CorrelationId=259b02a8-4392-4c6f-9a20-8cdb7a39e9f2; VmMoRef=vm-50935
64,5.5E+08,2026-01-24 16:00:23.497Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM05; JobId=JOB-510F2F1B; OpId=OP-AAE2DE292E; CorrelationId=277b8a8c-ab16-43b3-a7f5-58edd2d6a656; VmMoRef=vm-48912
65,4.6E+08,2026-01-24 16:00:23.581Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM06; JobId=JOB-510F2F1B; OpId=OP-D6867B9713; CorrelationId=9e2fb48f-d64b-4e1c-9f6c-ee0e79928680; VmMoRef=vm-43535
66,4.2E+09,2026-01-24 16:00:23.648Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM08; JobId=JOB-510F2F1B; OpId=OP-AC8EF9DCC8; CorrelationId=578b44cc-336a-407f-aa73-0c89d5beb920; VmMoRef=vm-51195
67,4.2E+08,2026-01-24 16:00:23.786Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM09; JobId=JOB-510F2F1B; OpId=OP-B4CFFACDBC; CorrelationId=aee2bead-a1ad-4246-acf1-7e4a35be6a78; VmMoRef=vm-50928
68,4.8E+08,2026-01-24 16:00:23.844Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM10; JobId=JOB-510F2F1B; OpId=OP-50AAD7783A; CorrelationId=fbb769c0-ddf1-44dd-a1a6-a00a6350bda1; VmMoRef=vm-49359
69,4.9E+08,2026-01-24 16:00:23.963Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM11; JobId=JOB-510F2F1B; OpId=OP-396DA50C89; CorrelationId=6a75fb34-0cb7-49c8-8d4c-a4b98ea5f9ac; VmMoRef=vm-42106
70,5.8E+09,2026-01-24 16:00:24.039Z,260,19588,6602,CloudConnector,McsCallbackPublisher,83,PublishCallback,5,Information,Published completion callback to DDC: Success.,Machine=Win11-Office-VDI-VM13; JobId=JOB-510F2F1B; OpId=OP-92EF24E440; CorrelationId=e081685a-fc34-42c2-ab11-29d9981214be; VmMoRef=vm-44547
