index #,CPU,Time,Thread ID,Process ID,Session ID,Module,Src,Line,Function,Level,Class,Message,Comments
12,5.8E+09,2026-01-24 16:00:04.860Z,60,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM04; VmMoRef=vm-50935; Disks=2; CustomSpec=MCS-Win11-Office-VDI
13,5.0E+08,2026-01-24 16:00:05.080Z,49,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM04; Task=task-fb7d4871; VmMoRef=vm-50935
14,5.8E+09,2026-01-24 16:00:05.175Z,53,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM05; VmName=Win11-Office-VDI-VM05; Task=task-8cb58210; VmMoRef=vm-48912
15,4.9E+08,2026-01-24 16:00:05.355Z,47,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM05; VmMoRef=vm-48912; Disks=2; CustomSpec=MCS-Win11-Office-VDI
16,4.3E+08,2026-01-24 16:00:05.575Z,52,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM05; Task=task-8cb58210; VmMoRef=vm-48912
17,4.5E+09,2026-01-24 16:00:05.670Z,42,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM06; VmName=Win11-Office-VDI-VM06; Task=task-169305c9; VmMoRef=vm-43535
18,6.0E+08,2026-01-24 16:00:05.850Z,50,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM06; VmMoRef=vm-43535; Disks=2; CustomSpec=MCS-Win11-Office-VDI
19,4.5E+08,2026-01-24 16:00:06.070Z,40,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM06; Task=task-169305c9; VmMoRef=vm-43535
20,5.2E+09,2026-01-24 16:00:06.165Z,58,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM07; VmName=Win11-Office-VDI-VM07; Task=task-280f87ba; VmMoRef=vm-50279
21,4.9E+09,2026-01-24 16:00:06.345Z,44,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM07; VmMoRef=vm-50279; Disks=2; CustomSpec=MCS-Win11-Office-VDI
22,4.6E+09,2026-01-24 16:00:06.565Z,51,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM07; Task=task-280f87ba; VmMoRef=vm-50279
23,6.0E+08,2026-01-24 16:00:06.660Z,54,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM08; VmName=Win11-Office-VDI-VM08; Task=task-68fe3e95; VmMoRef=vm-51195
24,5.2E+08,2026-01-24 16:00:06.840Z,47,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM08; VmMoRef=vm-51195; Disks=2; CustomSpec=MCS-Win11-Office-VDI
25,3.9E+09,2026-01-24 16:00:07.060Z,53,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM08; Task=task-68fe3e95; VmMoRef=vm-51195
26,4.7E+08,2026-01-24 16:00:07.155Z,52,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM09; VmName=Win11-Office-VDI-VM09; Task=task-2bf14d3e; VmMoRef=vm-50928
27,6.1E+08,2026-01-24 16:00:07.335Z,55,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM09; VmMoRef=vm-50928; Disks=2; CustomSpec=MCS-Win11-Office-VDI
28,6.1E+08,2026-01-24 16:00:07.555Z,56,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM09; Task=task-2bf14d3e; VmMoRef=vm-50928
29,5.9E+09,2026-01-24 16:00:07.650Z,43,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM10; VmName=Win11-Office-VDI-VM10; Task=task-37cb17c8; VmMoRef=vm-49359
30,5.1E+09,2026-01-24 16:00:07.830Z,43,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM10; VmMoRef=vm-49359; Disks=2; CustomSpec=MCS-Win11-Office-VDI
31,5.5E+09,2026-01-24 16:00:08.050Z,40,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM10; Task=task-37cb17c8; VmMoRef=vm-49359
32,6.1E+08,2026-01-24 16:00:08.145Z,60,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM11; VmName=Win11-Office-VDI-VM11; Task=task-02fa5fea; VmMoRef=vm-42106
33,5.7E+08,2026-01-24 16:00:08.325Z,55,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM11; VmMoRef=vm-42106; Disks=2; CustomSpec=MCS-Win11-Office-VDI
34,5.3E+09,2026-01-24 16:00:08.545Z,50,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM11; Task=task-02fa5fea; VmMoRef=vm-42106
35,4.0E+08,2026-01-24 16:00:08.640Z,60,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM12; VmName=Win11-Office-VDI-VM12; Task=task-945ac81b; VmMoRef=vm-48924
36,4.7E+08,2026-01-24 16:00:08.820Z,57,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM12; VmMoRef=vm-48924; Disks=2; CustomSpec=MCS-Win11-Office-VDI
37,5.5E+09,2026-01-24 16:00:09.040Z,60,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM12; Task=task-945ac81b; VmMoRef=vm-48924
38,3.9E+08,2026-01-24 16:00:09.135Z,57,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM13; VmName=Win11-Office-VDI-VM13; Task=task-7f71d383; VmMoRef=vm-44547
39,5.3E+08,2026-01-24 16:00:09.315Z,47,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM13; VmMoRef=vm-44547; Disks=2; CustomSpec=MCS-Win11-Office-VDI
40,5.6E+09,2026-01-24 16:00:09.535Z,47,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM13; Task=task-7f71d383; VmMoRef=vm-44547
41,5.6E+08,2026-01-24 16:00:09.630Z,43,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM14; VmName=Win11-Office-VDI-VM14; Task=task-cdc32be1; VmMoRef=vm-47514
42,4.2E+08,2026-01-24 16:00:09.810Z,54,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM14; VmMoRef=vm-47514; Disks=2; CustomSpec=MCS-Win11-Office-VDI
43,3.9E+08,2026-01-24 16:00:10.030Z,40,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM14; Task=task-cdc32be1; VmMoRef=vm-47514
44,4.7E+09,2026-01-24 16:00:10.125Z,49,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM15; VmName=Win11-Office-VDI-VM15; Task=task-9cb7b42a; VmMoRef=vm-48224
45,4.4E+09,2026-01-24 16:00:10.305Z,44,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM15; VmMoRef=vm-48224; Disks=2; CustomSpec=MCS-Win11-Office-VDI
46,5.4E+08,2026-01-24 16:00:10.525Z,58,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM15; Task=task-9cb7b42a; VmMoRef=vm-48224
47,4.2E+09,2026-01-24 16:00:10.620Z,45,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM16; VmName=Win11-Office-VDI-VM16; Task=task-c4336d8e; VmMoRef=vm-47635
48,5.4E+09,2026-01-24 16:00:10.800Z,59,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM16; VmMoRef=vm-47635; Disks=2; CustomSpec=MCS-Win11-Office-VDI
49,4.1E+09,2026-01-24 16:00:11.020Z,58,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM16; Task=task-c4336d8e; VmMoRef=vm-47635
50,4.4E+08,2026-01-24 16:00:11.115Z,60,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM17; VmName=Win11-Office-VDI-VM17; Task=task-b9d08bd0; VmMoRef=vm-42711
51,6.0E+09,2026-01-24 16:00:11.295Z,40,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM17; VmMoRef=vm-42711; Disks=2; CustomSpec=MCS-Win11-Office-VDI
52,5.4E+08,2026-01-24 16:00:11.515Z,49,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM17; Task=task-b9d08bd0; VmMoRef=vm-42711
53,4.9E+08,2026-01-24 16:00:11.610Z,42,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM18; VmName=Win11-Office-VDI-VM18; Task=task-4117d14a; VmMoRef=vm-44045
54,4.5E+09,2026-01-24 16:00:11.790Z,58,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM18; VmMoRef=vm-44045; Disks=2; CustomSpec=MCS-Win11-Office-VDI
55,4.9E+08,2026-01-24 16:00:12.010Z,48,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM18; Task=task-4117d14a; VmMoRef=vm-44045
56,6.2E+09,2026-01-24 16:00:12.105Z,46,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM19; VmName=Win11-Office-VDI-VM19; Task=task-62c9ed2f; VmMoRef=vm-51044
57,4.4E+08,2026-01-24 16:00:12.285Z,43,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM19; VmMoRef=vm-51044; Disks=2; CustomSpec=MCS-Win11-Office-VDI
58,4.5E+08,2026-01-24 16:00:12.505Z,58,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM19; Task=task-62c9ed2f; VmMoRef=vm-51044
59,6.1E+09,2026-01-24 16:00:12.600Z,40,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM20; VmName=Win11-Office-VDI-VM20; Task=task-76c8de77; VmMoRef=vm-47925
60,3.8E+08,2026-01-24 16:00:12.780Z,48,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM20; VmMoRef=vm-47925; Disks=2; CustomSpec=MCS-Win11-Office-VDI
61,5.6E+08,2026-01-24 16:00:13.000Z,59,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM20; Task=task-76c8de77; VmMoRef=vm-47925
62,5.3E+08,2026-01-24 16:00:13.095Z,47,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM21; VmName=Win11-Office-VDI-VM21; Task=task-2f9c70ee; VmMoRef=vm-43139
63,5.3E+08,2026-01-24 16:00:13.275Z,47,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM21; VmMoRef=vm-43139; Disks=2; CustomSpec=MCS-Win11-Office-VDI
64,5.3E+08,2026-01-24 16:00:13.495Z,44,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM21; Task=task-2f9c70ee; VmMoRef=vm-43139
65,5.7E+08,2026-01-24 16:00:13.590Z,49,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM22; VmName=Win11-Office-VDI-VM22; Task=task-b4d8d90a; VmMoRef=vm-45733
66,4.7E+08,2026-01-24 16:00:13.770Z,58,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM22; VmMoRef=vm-45733; Disks=2; CustomSpec=MCS-Win11-Office-VDI
67,6.0E+08,2026-01-24 16:00:13.990Z,42,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM22; Task=task-b4d8d90a; VmMoRef=vm-45733
68,4.2E+08,2026-01-24 16:00:14.085Z,53,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM23; VmName=Win11-Office-VDI-VM23; Task=task-c2495452; VmMoRef=vm-45814
69,5.9E+08,2026-01-24 16:00:14.265Z,57,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM23; VmMoRef=vm-45814; Disks=2; CustomSpec=MCS-Win11-Office-VDI
70,5.0E+08,2026-01-24 16:00:14.485Z,56,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM23; Task=task-c2495452; VmMoRef=vm-45814
71,4.4E+09,2026-01-24 16:00:14.580Z,45,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM24; VmName=Win11-Office-VDI-VM24; Task=task-b7a60517; VmMoRef=vm-46554
72,5.6E+08,2026-01-24 16:00:14.760Z,49,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM24; VmMoRef=vm-46554; Disks=2; CustomSpec=MCS-Win11-Office-VDI
73,4.9E+08,2026-01-24 16:00:14.980Z,43,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM24; Task=task-b7a60517; VmMoRef=vm-46554
74,5.6E+08,2026-01-24 16:00:15.075Z,44,9920,3001,vCenter,VimApi,1088,CreateVM_Task,5,Information,VM create task started.,Machine=Win11-Office-VDI-VM25; VmName=Win11-Office-VDI-VM25; Task=task-f5040edd; VmMoRef=vm-47977
75,6.1E+08,2026-01-24 16:00:15.255Z,52,9920,3001,vCenter,VimApi,1142,ReconfigVM_Task,5,Information,Attaching disks and applying customization spec.,Machine=Win11-Office-VDI-VM25; VmMoRef=vm-47977; Disks=2; CustomSpec=MCS-Win11-Office-VDI
76,5.7E+08,2026-01-24 16:00:15.475Z,42,9920,3001,vCenter,VimApi,1189,TaskComplete,5,Information,VM create task completed successfully.,Machine=Win11-Office-VDI-VM25; Task=task-f5040edd; VmMoRef=vm-47977
77,4.4E+08,2026-01-24 16:01:18.180Z,52,9920,3001,vCenter,VimApi,1402,Destroy_Task,5,Information,Destroy_Task started (DeleteVM).,Machine=Win11-Office-VDI-VM07; VmMoRef=vm-50279; Task=task-del-24d2c403; RequestedBy=remotehcl-mia2-01.cloud.citrite.net
78,4.9E+08,2026-01-24 16:01:18.420Z,52,9920,3001,vCenter,VimApi,1448,TaskComplete,5,Information,Destroy_Task completed successfully.,Machine=Win11-Office-VDI-VM07; VmMoRef=vm-50279; Task=task-del-24d2c403
79,5.2E+08,2026-01-24 16:01:18.600Z,52,9920,3001,vCenter,VimApi,1402,Destroy_Task,5,Information,Destroy_Task started (DeleteVM).,Machine=Win11-Office-VDI-VM12; VmMoRef=vm-48924; Task=task-del-a99af369; RequestedBy=remotehcl-mia2-01.cloud.citrite.net
80,4.1E+08,2026-01-24 16:01:18.840Z,52,9920,3001,vCenter,VimApi,1448,TaskComplete,5,Information,Destroy_Task completed successfully.,Machine=Win11-Office-VDI-VM12; VmMoRef=vm-48924; Task=task-del-a99af369
81,4.9E+08,2026-01-24 16:01:19.020Z,52,9920,3001,vCenter,VimApi,1402,Destroy_Task,5,Information,Destroy_Task started (DeleteVM).,Machine=Win11-Office-VDI-VM18; VmMoRef=vm-44045; Task=task-del-0a45ef10; RequestedBy=remotehcl-mia2-01.cloud.citrite.net
82,6.0E+08,2026-01-24 16:01:19.260Z,52,9920,3001,vCenter,VimApi,1448,TaskComplete,5,Information,Destroy_Task completed successfully.,Machine=Win11-Office-VDI-VM18; VmMoRef=vm-44045; Task=task-del-0a45ef10
83,5.4E+09,2026-01-24 16:01:19.440Z,52,9920,3001,vCenter,VimApi,1402,Destroy_Task,5,Information,Destroy_Task started (DeleteVM).,Machine=Win11-Office-VDI-VM22; VmMoRef=vm-45733; Task=task-del-74c5bd7e; RequestedBy=remotehcl-mia2-01.cloud.citrite.net
84,6.0E+08,2026-01-24 16:01:19.680Z,52,9920,3001,vCenter,VimApi,1448,TaskComplete,5,Information,Destroy_Task completed successfully.,Machine=Win11-Office-VDI-VM22; VmMoRef=vm-45733; Task=task-del-74c5bd7e
85,5.4E+08,2026-01-24 16:01:19.860Z,52,9920,3001,vCenter,VimApi,1402,Destroy_Task,5,Information,Destroy_Task started (DeleteVM).,Machine=Win11-Office-VDI-VM24; VmMoRef=vm-46554; Task=task-del-ac0a9af4; RequestedBy=remotehcl-mia2-01.cloud.citrite.net
86,4.1E+08,2026-01-24 16:01:20.100Z,52,9920,3001,vCenter,VimApi,1448,TaskComplete,5,Information,Destroy_Task completed successfully.,Machine=Win11-Office-VDI-VM24; VmMoRef=vm-46554; Task=task-del-ac0a9af4
