index #,CPU,Time,Thread ID,Process ID,Session ID,Module,Src,Line,Function,Level,Class,Message,Comments
13,5.4E+08,2026-01-24 16:00:01.640Z,525,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM12; JobId=JOB-510F2F1B; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874
14,5.7E+08,2026-01-24 16:00:01.685Z,523,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM13; JobId=JOB-510F2F1B; OpId=OP-92EF24E440; CorrelationId=e081685a-fc34-42c2-ab11-29d9981214be
15,5.7E+08,2026-01-24 16:00:01.730Z,528,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM14; JobId=JOB-510F2F1B; OpId=OP-0D16920FE9; CorrelationId=d74b6bdb-b2b1-4bc5-b26d-db0db6a8dfd4
16,5.8E+08,2026-01-24 16:00:01.775Z,524,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM15; JobId=JOB-510F2F1B; OpId=OP-7D75960F11; CorrelationId=46bca322-641d-4371-a673-e407f30edb77
17,4.3E+08,2026-01-24 16:00:01.820Z,557,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM16; JobId=JOB-510F2F1B; OpId=OP-0FB02B95CA; CorrelationId=c51eacf7-2852-4dcb-93a8-5dfadf06e3cf
18,5.7E+08,2026-01-24 16:00:01.865Z,541,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM17; JobId=JOB-510F2F1B; OpId=OP-DD965D101A; CorrelationId=24aa6106-25ae-48e1-9c5d-b3f8a04e9639
19,5.9E+08,2026-01-24 16:00:01.910Z,537,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM18; JobId=JOB-510F2F1B; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9
20,5.1E+08,2026-01-24 16:00:01.955Z,528,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM19; JobId=JOB-510F2F1B; OpId=OP-801CAA5C9C; CorrelationId=c91e3896-9fb1-49c3-a409-80dfc2c98624
21,5.4E+08,2026-01-24 16:00:02.000Z,527,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM20; JobId=JOB-510F2F1B; OpId=OP-344E96E32C; CorrelationId=32f9e394-c96c-4cf7-8916-6da9b61b547a
22,3.8E+08,2026-01-24 16:00:02.045Z,528,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM21; JobId=JOB-510F2F1B; OpId=OP-3478849E2B; CorrelationId=4a416483-0da7-419f-a1e3-5d040cce5892
23,4.6E+08,2026-01-24 16:00:02.090Z,557,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM22; JobId=JOB-510F2F1B; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df
24,3.9E+09,2026-01-24 16:00:02.135Z,536,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM23; JobId=JOB-510F2F1B; OpId=OP-36F752E92C; CorrelationId=b3ee6234-f56d-4613-926e-3574f2406106
25,4.1E+08,2026-01-24 16:00:02.180Z,553,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM24; JobId=JOB-510F2F1B; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f
26,4.9E+08,2026-01-24 16:00:02.225Z,550,17400,7712,HclProxy,WebSocketServer,214,SendProvisionRequest,5,Information,Sending Provision VM request over WebSocket.,Machine=Win11-Office-VDI-VM25; JobId=JOB-510F2F1B; OpId=OP-2BB2FA6FAB; CorrelationId=6eb7ef8b-2978-4c92-906f-78058a476e28
27,4.1E+08,2026-01-24 16:00:24.145Z,597,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM01; JobId=JOB-510F2F1B; OpId=OP-6B7F7D0376; CorrelationId=61d5e413-01bf-407d-b42c-7eb575c8b7a5; VmMoRef=vm-43824
28,5.5E+08,2026-01-24 16:00:24.303Z,562,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM02; JobId=JOB-510F2F1B; OpId=OP-4776E9D037; CorrelationId=bfa15c4c-1c81-4482-b460-8019f6af4b5f; VmMoRef=vm-46506
29,6.1E+08,2026-01-24 16:00:24.441Z,601,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM03; JobId=JOB-510F2F1B; OpId=OP-7990C1A28A; CorrelationId=5882f8aa-2a25-43c3-88e7-5a312b4e8fe5; VmMoRef=vm-44286
30,4.8E+08,2026-01-24 16:00:24.582Z,585,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM04; JobId=JOB-510F2F1B; OpId=OP-408FF2AE66; CorrelationId=259b02a8-4392-4c6f-9a20-8cdb7a39e9f2; VmMoRef=vm-50935
31,6.0E+08,2026-01-24 16:00:24.724Z,605,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM05; JobId=JOB-510F2F1B; OpId=OP-AAE2DE292E; CorrelationId=277b8a8c-ab16-43b3-a7f5-58edd2d6a656; VmMoRef=vm-48912
32,5.3E+08,2026-01-24 16:00:24.814Z,580,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM06; JobId=JOB-510F2F1B; OpId=OP-D6867B9713; CorrelationId=9e2fb48f-d64b-4e1c-9f6c-ee0e79928680; VmMoRef=vm-43535
33,5.3E+08,2026-01-24 16:00:24.910Z,577,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM08; JobId=JOB-510F2F1B; OpId=OP-AC8EF9DCC8; CorrelationId=578b44cc-336a-407f-aa73-0c89d5beb920; VmMoRef=vm-51195
34,5.1E+09,2026-01-24 16:00:25.038Z,598,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM09; JobId=JOB-510F2F1B; OpId=OP-B4CFFACDBC; CorrelationId=aee2bead-a1ad-4246-acf1-7e4a35be6a78; VmMoRef=vm-50928
35,4.8E+08,2026-01-24 16:00:25.182Z,598,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM10; JobId=JOB-510F2F1B; OpId=OP-50AAD7783A; CorrelationId=fbb769c0-ddf1-44dd-a1a6-a00a6350bda1; VmMoRef=vm-49359
36,5.4E+08,2026-01-24 16:00:25.371Z,601,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM11; JobId=JOB-510F2F1B; OpId=OP-396DA50C89; CorrelationId=6a75fb34-0cb7-49c8-8d4c-a4b98ea5f9ac; VmMoRef=vm-42106
37,5.9E+09,2026-01-24 16:00:25.506Z,588,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM13; JobId=JOB-510F2F1B; OpId=OP-92EF24E440; CorrelationId=e081685a-fc34-42c2-ab11-29d9981214be; VmMoRef=vm-44547
38,4.8E+08,2026-01-24 16:00:25.629Z,589,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM14; JobId=JOB-510F2F1B; OpId=OP-0D16920FE9; CorrelationId=d74b6bdb-b2b1-4bc5-b26d-db0db6a8dfd4; VmMoRef=vm-47514
39,4.6E+08,2026-01-24 16:00:25.749Z,587,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM15; JobId=JOB-510F2F1B; OpId=OP-7D75960F11; CorrelationId=46bca322-641d-4371-a673-e407f30edb77; VmMoRef=vm-48224
40,5.4E+09,2026-01-24 16:00:25.876Z,569,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM16; JobId=JOB-510F2F1B; OpId=OP-0FB02B95CA; CorrelationId=c51eacf7-2852-4dcb-93a8-5dfadf06e3cf; VmMoRef=vm-47635
41,5.8E+08,2026-01-24 16:00:25.964Z,565,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM17; JobId=JOB-510F2F1B; OpId=OP-DD965D101A; CorrelationId=24aa6106-25ae-48e1-9c5d-b3f8a04e9639; VmMoRef=vm-42711
42,5.6E+08,2026-01-24 16:00:26.099Z,566,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM19; JobId=JOB-510F2F1B; OpId=OP-801CAA5C9C; CorrelationId=c91e3896-9fb1-49c3-a409-80dfc2c98624; VmMoRef=vm-51044
43,5.1E+08,2026-01-24 16:00:26.282Z,568,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM20; JobId=JOB-510F2F1B; OpId=OP-344E96E32C; CorrelationId=32f9e394-c96c-4cf7-8916-6da9b61b547a; VmMoRef=vm-47925
44,4.8E+09,2026-01-24 16:00:26.447Z,567,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM21; JobId=JOB-510F2F1B; OpId=OP-3478849E2B; CorrelationId=4a416483-0da7-419f-a1e3-5d040cce5892; VmMoRef=vm-43139
45,6.1E+08,2026-01-24 16:00:26.619Z,563,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM23; JobId=JOB-510F2F1B; OpId=OP-36F752E92C; CorrelationId=b3ee6234-f56d-4613-926e-3574f2406106; VmMoRef=vm-45814
46,5.2E+08,2026-01-24 16:00:26.744Z,566,17400,7712,HclProxy,WebSocketServer,332,OnProvisioningResult,5,Information,Provisioning result received: Success.,Machine=Win11-Office-VDI-VM25; JobId=JOB-510F2F1B; OpId=OP-2BB2FA6FAB; CorrelationId=6eb7ef8b-2978-4c92-906f-78058a476e28; VmMoRef=vm-47977
47,4.2E+09,2026-01-24 16:01:02.960Z,612,17400,7712,HclProxy,WebSocketServer,366,OnProvisioningResultTimeout,9,Warning,No provisioning result received from connector within timeout window.,Machine=Win11-Office-VDI-VM07; JobId=JOB-510F2F1B; OpId=OP-9AFBE79BF1; CorrelationId=ba2a09f4-59f3-477a-b650-24f892dc8e7c; TimeoutSec=60; Action=ReportFailureToOrchestration
48,4.3E+08,2026-01-24 16:01:03.120Z,612,17400,7712,HclProxy,WebSocketServer,366,OnProvisioningResultTimeout,9,Warning,No provisioning result received from connector within timeout window.,Machine=Win11-Office-VDI-VM12; JobId=JOB-510F2F1B; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874; TimeoutSec=60; Action=ReportFailureToOrchestration
49,4.6E+08,2026-01-24 16:01:03.280Z,612,17400,7712,HclProxy,WebSocketServer,366,OnProvisioningResultTimeout,9,Warning,No provisioning result received from connector within timeout window.,Machine=Win11-Office-VDI-VM18; JobId=JOB-510F2F1B; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; TimeoutSec=60; Action=ReportFailureToOrchestration
50,4.1E+08,2026-01-24 16:01:03.440Z,612,17400,7712,HclProxy,WebSocketServer,366,OnProvisioningResultTimeout,9,Warning,No provisioning result received from connector within timeout window.,Machine=Win11-Office-VDI-VM22; JobId=JOB-510F2F1B; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; TimeoutSec=60; Action=ReportFailureToOrchestration
51,5.2E+09,2026-01-24 16:01:03.600Z,612,17400,7712,HclProxy,WebSocketServer,366,OnProvisioningResultTimeout,9,Warning,No provisioning result received from connector within timeout window.,Machine=Win11-Office-VDI-VM24; JobId=JOB-510F2F1B; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; TimeoutSec=60; Action=ReportFailureToOrchestration
52,5.8E+08,2026-01-24 16:01:15.640Z,620,17400,7712,HclProxy,WebSocketServer,410,SendCleanupRequest,5,Information,Sending cleanup request to connector: DeleteVM.,Machine=Win11-Office-VDI-VM07; JobId=JOB-510F2F1B; OpId=OP-9AFBE79BF1; CorrelationId=ba2a09f4-59f3-477a-b650-24f892dc8e7c; VmMoRef=vm-50279
53,5.3E+08,2026-01-24 16:01:15.780Z,620,17400,7712,HclProxy,WebSocketServer,410,SendCleanupRequest,5,Information,Sending cleanup request to connector: DeleteVM.,Machine=Win11-Office-VDI-VM12; JobId=JOB-510F2F1B; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874; VmMoRef=vm-48924
54,3.9E+08,2026-01-24 16:01:15.920Z,620,17400,7712,HclProxy,WebSocketServer,410,SendCleanupRequest,5,Information,Sending cleanup request to connector: DeleteVM.,Machine=Win11-Office-VDI-VM18; JobId=JOB-510F2F1B; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; VmMoRef=vm-44045
55,5.5E+08,2026-01-24 16:01:16.060Z,620,17400,7712,HclProxy,WebSocketServer,410,SendCleanupRequest,5,Information,Sending cleanup request to connector: DeleteVM.,Machine=Win11-Office-VDI-VM22; JobId=JOB-510F2F1B; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; VmMoRef=vm-45733
56,6.0E+08,2026-01-24 16:01:16.200Z,620,17400,7712,HclProxy,WebSocketServer,410,SendCleanupRequest,5,Information,Sending cleanup request to connector: DeleteVM.,Machine=Win11-Office-VDI-VM24; JobId=JOB-510F2F1B; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; VmMoRef=vm-46554
