index #,CPU,Time,Thread ID,Process ID,Session ID,Module,Src,Line,Function,Level,Class,Message,Comments
17,3.9E+08,2026-01-24 16:00:00.655Z,690,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM15; JobId=JOB-510F2F1B; OpId=OP-7D75960F11; CorrelationId=46bca322-641d-4371-a673-e407f30edb77; Connector=cc-mia2-01.cloud.citrite.net
18,5.9E+08,2026-01-24 16:00:00.690Z,652,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM16; JobId=JOB-510F2F1B; OpId=OP-0FB02B95CA; CorrelationId=c51eacf7-2852-4dcb-93a8-5dfadf06e3cf; Connector=cc-mia2-01.cloud.citrite.net
19,4.4E+09,2026-01-24 16:00:00.725Z,682,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM17; JobId=JOB-510F2F1B; OpId=OP-DD965D101A; CorrelationId=24aa6106-25ae-48e1-9c5d-b3f8a04e9639; Connector=cc-mia2-01.cloud.citrite.net
20,5.1E+09,2026-01-24 16:00:00.760Z,663,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM18; JobId=JOB-510F2F1B; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; Connector=cc-mia2-01.cloud.citrite.net
21,5.7E+09,2026-01-24 16:00:00.795Z,665,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM19; JobId=JOB-510F2F1B; OpId=OP-801CAA5C9C; CorrelationId=c91e3896-9fb1-49c3-a409-80dfc2c98624; Connector=cc-mia2-01.cloud.citrite.net
22,4.0E+09,2026-01-24 16:00:00.830Z,662,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM20; JobId=JOB-510F2F1B; OpId=OP-344E96E32C; CorrelationId=32f9e394-c96c-4cf7-8916-6da9b61b547a; Connector=cc-mia2-01.cloud.citrite.net
23,4.8E+09,2026-01-24 16:00:00.865Z,672,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM21; JobId=JOB-510F2F1B; OpId=OP-3478849E2B; CorrelationId=4a416483-0da7-419f-a1e3-5d040cce5892; Connector=cc-mia2-01.cloud.citrite.net
24,5.4E+08,2026-01-24 16:00:00.900Z,653,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM22; JobId=JOB-510F2F1B; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; Connector=cc-mia2-01.cloud.citrite.net
25,4.8E+08,2026-01-24 16:00:00.935Z,653,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM23; JobId=JOB-510F2F1B; OpId=OP-36F752E92C; CorrelationId=b3ee6234-f56d-4613-926e-3574f2406106; Connector=cc-mia2-01.cloud.citrite.net
26,4.4E+08,2026-01-24 16:00:00.970Z,656,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM24; JobId=JOB-510F2F1B; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; Connector=cc-mia2-01.cloud.citrite.net
27,4.9E+09,2026-01-24 16:00:01.005Z,684,26440,8801,BrokerService,McsOrchestration,262,DispatchProvisioning,5,Information,Dispatching CreateVM operation to Cloud Connector.,Machine=Win11-Office-VDI-VM25; JobId=JOB-510F2F1B; OpId=OP-2BB2FA6FAB; CorrelationId=6eb7ef8b-2978-4c92-906f-78058a476e28; Connector=cc-mia2-01.cloud.citrite.net
28,4.9E+08,2026-01-24 16:00:22.126Z,717,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM01; JobId=JOB-510F2F1B; OpId=OP-6B7F7D0376; CorrelationId=61d5e413-01bf-407d-b42c-7eb575c8b7a5; VmMoRef=vm-43824
29,4.0E+08,2026-01-24 16:00:22.319Z,735,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM02; JobId=JOB-510F2F1B; OpId=OP-4776E9D037; CorrelationId=bfa15c4c-1c81-4482-b460-8019f6af4b5f; VmMoRef=vm-46506
30,4.2E+09,2026-01-24 16:00:22.422Z,715,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM03; JobId=JOB-510F2F1B; OpId=OP-7990C1A28A; CorrelationId=5882f8aa-2a25-43c3-88e7-5a312b4e8fe5; VmMoRef=vm-44286
31,5.9E+08,2026-01-24 16:00:22.625Z,713,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM04; JobId=JOB-510F2F1B; OpId=OP-408FF2AE66; CorrelationId=259b02a8-4392-4c6f-9a20-8cdb7a39e9f2; VmMoRef=vm-50935
32,3.8E+09,2026-01-24 16:00:22.747Z,724,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM05; JobId=JOB-510F2F1B; OpId=OP-AAE2DE292E; CorrelationId=277b8a8c-ab16-43b3-a7f5-58edd2d6a656; VmMoRef=vm-48912
33,4.5E+09,2026-01-24 16:00:22.894Z,729,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM06; JobId=JOB-510F2F1B; OpId=OP-D6867B9713; CorrelationId=9e2fb48f-d64b-4e1c-9f6c-ee0e79928680; VmMoRef=vm-43535
34,4.5E+08,2026-01-24 16:00:23.013Z,712,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM08; JobId=JOB-510F2F1B; OpId=OP-AC8EF9DCC8; CorrelationId=578b44cc-336a-407f-aa73-0c89d5beb920; VmMoRef=vm-51195
35,5.6E+08,2026-01-24 16:00:23.231Z,703,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM09; JobId=JOB-510F2F1B; OpId=OP-B4CFFACDBC; CorrelationId=aee2bead-a1ad-4246-acf1-7e4a35be6a78; VmMoRef=vm-50928
36,4.9E+08,2026-01-24 16:00:23.323Z,737,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM10; JobId=JOB-510F2F1B; OpId=OP-50AAD7783A; CorrelationId=fbb769c0-ddf1-44dd-a1a6-a00a6350bda1; VmMoRef=vm-49359
37,4.0E+08,2026-01-24 16:00:23.417Z,732,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM11; JobId=JOB-510F2F1B; OpId=OP-396DA50C89; CorrelationId=6a75fb34-0cb7-49c8-8d4c-a4b98ea5f9ac; VmMoRef=vm-42106
38,4.0E+08,2026-01-24 16:00:23.514Z,738,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM13; JobId=JOB-510F2F1B; OpId=OP-92EF24E440; CorrelationId=e081685a-fc34-42c2-ab11-29d9981214be; VmMoRef=vm-44547
39,6.1E+08,2026-01-24 16:00:23.697Z,707,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM14; JobId=JOB-510F2F1B; OpId=OP-0D16920FE9; CorrelationId=d74b6bdb-b2b1-4bc5-b26d-db0db6a8dfd4; VmMoRef=vm-47514
40,4.0E+08,2026-01-24 16:00:23.787Z,739,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM15; JobId=JOB-510F2F1B; OpId=OP-7D75960F11; CorrelationId=46bca322-641d-4371-a673-e407f30edb77; VmMoRef=vm-48224
41,5.4E+08,2026-01-24 16:00:23.933Z,713,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM16; JobId=JOB-510F2F1B; OpId=OP-0FB02B95CA; CorrelationId=c51eacf7-2852-4dcb-93a8-5dfadf06e3cf; VmMoRef=vm-47635
42,4.7E+08,2026-01-24 16:00:24.074Z,716,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM17; JobId=JOB-510F2F1B; OpId=OP-DD965D101A; CorrelationId=24aa6106-25ae-48e1-9c5d-b3f8a04e9639; VmMoRef=vm-42711
43,6.0E+08,2026-01-24 16:00:24.271Z,720,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM19; JobId=JOB-510F2F1B; OpId=OP-801CAA5C9C; CorrelationId=c91e3896-9fb1-49c3-a409-80dfc2c98624; VmMoRef=vm-51044
44,5.3E+08,2026-01-24 16:00:24.353Z,729,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM20; JobId=JOB-510F2F1B; OpId=OP-344E96E32C; CorrelationId=32f9e394-c96c-4cf7-8916-6da9b61b547a; VmMoRef=vm-47925
45,4.3E+08,2026-01-24 16:00:24.451Z,734,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM21; JobId=JOB-510F2F1B; OpId=OP-3478849E2B; CorrelationId=4a416483-0da7-419f-a1e3-5d040cce5892; VmMoRef=vm-43139
46,5.9E+08,2026-01-24 16:00:24.564Z,722,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM23; JobId=JOB-510F2F1B; OpId=OP-36F752E92C; CorrelationId=b3ee6234-f56d-4613-926e-3574f2406106; VmMoRef=vm-45814
47,4.2E+08,2026-01-24 16:00:24.738Z,718,26440,8801,BrokerService,McsCallbackHandler,88,OnProvisioningCallback,5,Information,Received provisioning completion callback: Success.,Machine=Win11-Office-VDI-VM25; JobId=JOB-510F2F1B; OpId=OP-2BB2FA6FAB; CorrelationId=6eb7ef8b-2978-4c92-906f-78058a476e28; VmMoRef=vm-47977
48,3.8E+08,2026-01-24 16:01:10.150Z,775,26440,8801,BrokerService,McsCallbackTracker,173,WaitForCallback,9,Warning,Timed out waiting for async completion callback from Cloud Connector.,Machine=Win11-Office-VDI-VM07; JobId=JOB-510F2F1B; OpId=OP-9AFBE79BF1; CorrelationId=ba2a09f4-59f3-477a-b650-24f892dc8e7c; TimeoutSec=60; Connector=cc-mia2-01.cloud.citrite.net
49,6.1E+08,2026-01-24 16:01:10.300Z,748,26440,8801,BrokerService,McsCallbackTracker,173,WaitForCallback,9,Warning,Timed out waiting for async completion callback from Cloud Connector.,Machine=Win11-Office-VDI-VM12; JobId=JOB-510F2F1B; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874; TimeoutSec=60; Connector=cc-mia2-01.cloud.citrite.net
50,4.1E+08,2026-01-24 16:01:10.450Z,758,26440,8801,BrokerService,McsCallbackTracker,173,WaitForCallback,9,Warning,Timed out waiting for async completion callback from Cloud Connector.,Machine=Win11-Office-VDI-VM18; JobId=JOB-510F2F1B; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; TimeoutSec=60; Connector=cc-mia2-01.cloud.citrite.net
51,4.2E+08,2026-01-24 16:01:10.600Z,777,26440,8801,BrokerService,McsCallbackTracker,173,WaitForCallback,9,Warning,Timed out waiting for async completion callback from Cloud Connector.,Machine=Win11-Office-VDI-VM22; JobId=JOB-510F2F1B; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; TimeoutSec=60; Connector=cc-mia2-01.cloud.citrite.net
52,4.3E+08,2026-01-24 16:01:10.750Z,780,26440,8801,BrokerService,McsCallbackTracker,173,WaitForCallback,9,Warning,Timed out waiting for async completion callback from Cloud Connector.,Machine=Win11-Office-VDI-VM24; JobId=JOB-510F2F1B; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; TimeoutSec=60; Connector=cc-mia2-01.cloud.citrite.net
53,4.3E+08,2026-01-24 16:01:12.750Z,788,26440,8801,BrokerService,McsOrchestration,512,MarkJobCompleted,9,Warning,Provisioning job finished with partial failures; issuing cleanup for failed machines.,JobId=JOB-510F2F1B; Failed=5; CleanupAction=DeleteVM; Connector=cc-mia2-01.cloud.citrite.net
54,5.0E+08,2026-01-24 16:01:12.870Z,790,26440,8801,BrokerService,McsOrchestration,540,RequestCleanup,5,Information,Requesting cleanup: delete VM for failed machine.,Machine=Win11-Office-VDI-VM07; JobId=JOB-510F2F1B; OpId=OP-9AFBE79BF1; CorrelationId=ba2a09f4-59f3-477a-b650-24f892dc8e7c; VmMoRef=vm-50279
55,6.0E+08,2026-01-24 16:01:12.990Z,790,26440,8801,BrokerService,McsOrchestration,540,RequestCleanup,5,Information,Requesting cleanup: delete VM for failed machine.,Machine=Win11-Office-VDI-VM12; JobId=JOB-510F2F1B; OpId=OP-40955CEC02; CorrelationId=2318357c-13d5-4575-a225-900fab0c5874; VmMoRef=vm-48924
56,4.0E+09,2026-01-24 16:01:13.110Z,790,26440,8801,BrokerService,McsOrchestration,540,RequestCleanup,5,Information,Requesting cleanup: delete VM for failed machine.,Machine=Win11-Office-VDI-VM18; JobId=JOB-510F2F1B; OpId=OP-3927DD3797; CorrelationId=abf43713-9567-4eec-9528-89fd391b47e9; VmMoRef=vm-44045
57,5.8E+08,2026-01-24 16:01:13.230Z,790,26440,8801,BrokerService,McsOrchestration,540,RequestCleanup,5,Information,Requesting cleanup: delete VM for failed machine.,Machine=Win11-Office-VDI-VM22; JobId=JOB-510F2F1B; OpId=OP-A7A4986A30; CorrelationId=505d8e58-d29c-44e5-99a1-7ffab5f500df; VmMoRef=vm-45733
58,3.8E+08,2026-01-24 16:01:13.350Z,790,26440,8801,BrokerService,McsOrchestration,540,RequestCleanup,5,Information,Requesting cleanup: delete VM for failed machine.,Machine=Win11-Office-VDI-VM24; JobId=JOB-510F2F1B; OpId=OP-6B595E7280; CorrelationId=717cb674-bf87-4d33-b851-f71fb575d98f; VmMoRef=vm-46554
